budget,budget_per_person,travelers_count,duration_days,preference_encoded,has_nightlife,has_adventure,has_nature,has_food,has_temples,has_shopping,has_beaches,interest_count,trip_style
198136.12456285628,66045.37485428543,3,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
61877.66322351149,10312.943870585248,6,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
28691.06583451619,14345.532917258095,2,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
66928.31814924287,22309.439383080957,3,8,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
65571.23523791804,21857.078412639345,3,6,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
8407.351743029587,8407.351743029587,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
49383.11692485653,16461.038974952175,3,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
49686.47867746098,24843.23933873049,2,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
68836.18152358463,11472.696920597438,6,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
18852.581606337,6284.193868779,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
161942.94776207852,53980.982587359504,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
10420.76554796283,5210.382773981415,2,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
31554.670779435342,15777.335389717671,2,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
44826.77906438276,8965.355812876553,5,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
33287.64132462419,11095.880441541396,3,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
114694.90239647924,57347.45119823962,2,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
18963.092814069387,18963.092814069387,1,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
56562.24785018605,14140.561962546513,4,4,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
9673.926327824502,4836.963163912251,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
10213.554457026274,10213.554457026274,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
10728.747450525352,10728.747450525352,1,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
64873.57308346418,16218.393270866045,4,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
13587.176217589522,13587.176217589522,1,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
199266.0951525002,199266.0951525002,1,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
9903.757371709893,4951.8786858549465,2,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
26713.883526969366,6678.470881742342,4,5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
26791.514775058924,8930.50492501964,3,8,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
43597.91531207235,21798.957656036175,2,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
230226.27450695826,76742.09150231942,3,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
18031.76144614647,18031.76144614647,1,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
38600.3807010571,9650.095175264276,4,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
41719.593009394346,20859.796504697173,2,4,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
18729.293652563952,18729.293652563952,1,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
52176.56238709894,17392.187462366313,3,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
52668.928102341786,17556.309367447262,3,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
39357.02834495079,19678.514172475396,2,6,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
28202.00554950594,7050.501387376485,4,8,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
37689.55748340156,7537.911496680312,5,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
37648.94854621306,9412.237136553265,4,5,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
46638.357281646124,23319.178640823062,2,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
30837.707932654615,7709.426983163654,4,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
38116.44024775509,12705.48008258503,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
62330.29567114301,10388.382611857169,6,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
10125.328152884587,5062.664076442294,2,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
39372.68513865607,39372.68513865607,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
40339.6207482492,40339.6207482492,1,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
132065.5407907845,44021.8469302615,3,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
21985.006556357857,7328.335518785952,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
234736.83134432958,117368.41567216479,2,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
25678.48903868343,12839.244519341715,2,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
63504.801730547086,21168.267243515696,3,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
36741.336084257564,9185.334021064391,4,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
33871.782794456005,11290.594264818668,3,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
61627.02666131531,15406.756665328827,4,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
47550.18822268754,15850.062740895846,3,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
18309.472067103587,18309.472067103587,1,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
48636.628845171246,16212.209615057081,3,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
46186.027474638184,11546.506868659546,4,4,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
18591.636118272076,18591.636118272076,1,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
15090.7153182589,15090.7153182589,1,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
51620.3917709954,25810.1958854977,2,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
200122.70192901703,200122.70192901703,1,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
155622.69108789,51874.230362630005,3,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
35037.79276942406,8759.448192356014,4,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
153582.78657971928,153582.78657971928,1,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
52689.477069181965,10537.895413836393,5,5,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
69213.45725152174,34606.72862576087,2,7,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
38304.92676722286,9576.231691805715,4,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
227258.59519837506,75752.86506612501,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
50638.056463301305,10127.611292660262,5,5,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
17796.628822556748,8898.314411278374,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
59040.552931168546,14760.138232792136,4,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
26202.08474642539,13101.042373212695,2,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
38400.71038724317,7680.142077448634,5,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
16307.318774214229,8153.6593871071145,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
75711.8257975735,25237.275265857836,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
29711.66583011449,9903.888610038162,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
40445.16556948919,13481.721856496397,3,4,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
15021.794387905664,15021.794387905664,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
37088.7196763551,6181.453279392516,6,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
50972.107317783804,16990.70243926127,3,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
70936.75020371351,14187.350040742702,5,4,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
42207.36452111871,10551.841130279678,4,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
19075.522781581818,19075.522781581818,1,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
104737.94106586224,104737.94106586224,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
36235.067068950135,36235.067068950135,1,4,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
36443.74435521759,12147.91478507253,3,5,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
12435.853472736853,12435.853472736853,1,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
56442.74811069534,18814.24937023178,3,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
50912.382931613494,12728.095732903374,4,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
13760.551604221702,13760.551604221702,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
145459.86947222348,48486.62315740783,3,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
79025.8411000553,26341.947033351767,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
54782.55633012992,13695.63908253248,4,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
14159.914024308715,7079.9570121543575,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
31428.302706435614,15714.151353217807,2,4,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
173559.71740258767,86779.85870129384,2,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
48155.741473293674,16051.913824431225,3,4,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
18062.990704431497,18062.990704431497,1,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
57907.01247969314,11581.402495938628,5,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
207601.73764650148,103800.86882325074,2,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
25162.665987833832,12581.332993916916,2,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
37022.67175529023,12340.890585096742,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
54724.05656475465,18241.35218825155,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
53623.07891585016,17874.35963861672,3,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
18737.928205131786,9368.964102565893,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
54617.192093390804,13654.298023347701,4,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
44131.67222859772,22065.83611429886,2,5,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
14669.678977246156,7334.839488623078,2,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
67343.78580679113,11223.964301131855,6,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
166865.02631766055,83432.51315883028,2,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
50574.135457457094,16858.045152485698,3,3,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
18873.18545262265,18873.18545262265,1,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
23991.99996423027,7997.333321410089,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
38019.14285882381,19009.571429411906,2,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
239787.1433905705,239787.1433905705,1,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
15056.04156421601,15056.04156421601,1,4,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
16659.158609015325,8329.579304507663,2,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
24693.411634361346,24693.411634361346,1,4,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
24924.18038183767,12462.090190918834,2,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
46877.81443471974,11719.453608679934,4,5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
37288.75124995235,18644.375624976175,2,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
59141.01873556562,14785.254683891406,4,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
39211.24196190131,13070.413987300437,3,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
73592.1763872616,14718.43527745232,5,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
39321.79186235766,9830.447965589416,4,7,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
32630.18021064847,16315.090105324234,2,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
17091.679596243455,5697.226532081152,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
59916.363256121345,14979.090814030336,4,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
15823.535114031207,15823.535114031207,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
22024.949501982726,22024.949501982726,1,4,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
16026.095031963287,16026.095031963287,1,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
32440.09978930721,8110.024947326802,4,5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
74112.92780474239,24704.309268247463,3,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
17333.094043815712,17333.094043815712,1,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
16466.902070188262,16466.902070188262,1,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
8471.745678093188,8471.745678093188,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
28791.491983808708,9597.163994602903,3,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
73979.09274757646,12329.848791262744,6,5,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
43110.96790714559,21555.483953572795,2,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
52909.34433689463,17636.44811229821,3,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
32687.378388323916,10895.792796107971,3,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
80827.62930143555,80827.62930143555,1,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
8657.139665864375,8657.139665864375,1,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
18837.812704119515,9418.906352059757,2,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
33952.821358779176,8488.205339694794,4,4,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
21903.49331584559,10951.746657922795,2,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
30483.780926186777,15241.890463093388,2,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
224035.79969366305,224035.79969366305,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
58809.41377659507,29404.706888297536,2,3,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
26010.567169492326,26010.567169492326,1,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
67159.65993658017,11193.276656096694,6,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
115943.3138598149,38647.77128660496,3,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
188341.36661146407,62780.45553715469,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
58339.91342670961,29169.956713354804,2,4,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
27119.311453716196,27119.311453716196,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
62663.15096186651,20887.716987288837,3,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
26350.959946708233,13175.479973354117,2,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
14477.372742975596,14477.372742975596,1,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
40515.88222075238,13505.294073584126,3,5,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
10067.838454419558,5033.919227209779,2,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
20332.79768908768,6777.599229695894,3,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
63474.347759909506,12694.869551981901,5,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
74189.29424817128,14837.858849634256,5,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
57968.027727235654,28984.013863617827,2,4,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
45297.57627304562,45297.57627304562,1,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
77119.35095511166,19279.837738777915,4,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
155547.2551366837,155547.2551366837,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
113936.89730218599,113936.89730218599,1,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
30056.15679555096,15028.07839777548,2,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
55251.28092823876,27625.64046411938,2,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
55863.45282208047,9310.575470346745,6,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
117479.98176989287,39159.993923297625,3,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
64024.96510373565,16006.241275933913,4,6,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
52823.95030706347,26411.975153531734,2,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
40353.52245993156,20176.76122996578,2,5,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
29977.161949292236,9992.387316430746,3,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
17469.252229846312,5823.084076615437,3,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
43827.52900202501,14609.176334008336,3,8,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
34425.509627928,17212.754813964,2,7,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
50941.555661382554,25470.777830691277,2,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
14472.106902987809,7236.0534514939045,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
48894.66956751428,48894.66956751428,1,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
34931.678013205375,17465.839006602688,2,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
13083.162349045795,6541.5811745228975,2,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
44019.52152050313,14673.173840167708,3,8,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
70872.48542455958,14174.497084911916,5,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
85682.00731403564,42841.00365701782,2,3,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
239948.96547410052,239948.96547410052,1,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
45871.6412377456,11467.9103094364,4,5,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
126578.09286231307,63289.04643115654,2,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
26933.829721186965,13466.914860593482,2,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
40970.39575689493,20485.197878447467,2,5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
78149.60019294973,15629.920038589946,5,7,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
25554.85305586068,12777.42652793034,2,3,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
40525.757796605474,20262.878898302737,2,8,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
18441.18648681116,9220.59324340558,2,4,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
143804.62878141235,71902.31439070617,2,4,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
48989.28900896149,12247.322252240372,4,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
9390.428714301557,9390.428714301557,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
57616.768292029876,19205.589430676624,3,5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
172862.09202224467,86431.04601112234,2,6,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
38356.60057356106,6392.766762260177,6,7,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
25595.296580738228,12797.648290369114,2,7,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
16745.26017729626,5581.753392432086,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
44652.579689315855,11163.144922328964,4,4,2,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
60242.26439156637,20080.75479718879,3,6,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
29063.47105105933,9687.823683686443,3,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
47944.76251173793,47944.76251173793,1,6,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
60777.610792275904,15194.402698068976,4,6,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
60012.083791743964,20004.02793058132,3,7,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
20534.707330375826,6844.902443458609,3,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
13849.174378994163,6924.587189497081,2,4,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
61192.96623382865,20397.655411276217,3,6,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
33600.943980200354,11200.314660066784,3,4,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,ADVENTURE
49067.82981533006,24533.91490766503,2,3,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
58593.61356135933,9765.602260226555,6,4,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,FAMILY
46865.69126184119,15621.897087280397,3,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
57953.83823324522,14488.459558311304,4,3,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,NIGHTLIFE
12862.977056332265,6431.488528166133,2,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
18236.11346560832,18236.11346560832,1,2,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BUDGET
238499.18407773084,119249.59203886542,2,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
34668.18384976337,17334.091924881686,2,3,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
34796.12347118152,34796.12347118152,1,5,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,CULTURAL
31240.179956348544,7810.044989087136,4,4,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,NIGHTLIFE
15126.597170694786,7563.298585347393,2,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,BUDGET
122807.15022864986,61403.57511432493,2,7,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,LUXURY
